,Address,PlanYear,Project,IDISProjectId,IDISActivityID,Status,StatusDate,InitialFundingDate,FundedAmount,Description
55,230 S JACKSON ST,1997,ECONOMIC DEVELOPMENT,3,153,Canceled,5/9/2001,07/01/1997,0.0,A BUSINESS CENTER TO ASSIST MINORITY AND SMALL BUSINESSES.
56,230 S JACKSON ST,1997,ECONOMIC DEVELOPMENT,3,154,Completed,6/11/2001,07/01/1997,129455.88,THE DEVELOPMENT OF A CDC FOR THE ADMINISTRATION OF ECONOMIC DEVELOPMENT LOANS PROGRAM.
57,UNKNOWN ADDRESS,1997,ECONOMIC DEVELOPMENT,3,155,Completed,8/3/2000,07/01/1997,199999.9,A PROGRAM TO PROVIDE SUMMER EMPLOYMENT OPPORTUNITIES FORYOUTH 16 TO 19 YEARS OF AGE FROM LOW AND MODERATE INCOMEFAMILIES.
58,230 S JACKSON ST,1997,ECONOMIC DEVELOPMENT,3,156,Completed,9/25/1999,07/01/1997,185117.49,THE OPERATION OF THE BUSINESS AND TECHNOLOGY CENTER WHICH PROVIDES AN INCUBATOR FACILITIES FOR SMALL BUSINESSES.
59,UNKNOWN ADDRESS,1997,HOUSING,4,157,Completed,4/20/1999,07/01/1997,280000.0,THE REHABILITATION OF SINGLE-FAMILY HOUSING FOR LOW AND MODERATE INCOME HOME OWNERS.
60,UNKNOWN ADDRESS,1997,HOUSING,4,158,Completed,9/5/2000,07/01/1997,25238.52,THE INSTALLATION OF HEATERS FOR HOMES WHO DO NOT HAVE ADEQUATE HEATING SYSTEM AND THE PERSONS IS LOW AND MODERATE INCOME.
61,UNKNOWN ADDRESS,1997,PUBLIC FACILITIES,5,159,Completed,8/28/2000,07/01/1997,29079.75,THE DEVELOPMENT AND CONSTRUCTION OF STREETSCAPING OF THEHARLEM BUSINESS DISTRICT.
62,UNKNOWN ADDRESS,1997,PUBLIC FACILITIES,5,160,Completed,9/5/2000,07/01/1997,465920.25,THE ACQUISITION OF 102 HOUSING UNITS WHICH HOUSES LOW AND MODERATE INCOME PERSONS.
63,230 S JACKSON ST STE 315,1997,PUBLIC SERVICE,6,161,Completed,12/9/1998,07/01/1997,57041.83,THE OPERATION OF THE CITY OF ALBANY PUBLIC SERVICE PROGRAMTO SERVE CLIENTS IN THE ENTERPRISE COMMUNITY.
64,2400 GILLIONVILLE RD,1997,PUBLIC SERVICE,6,162,Completed,9/25/1999,07/01/1997,8500.0,TO PROVIDE A CONCERT OF POPULAR MUSIC FOR FAMILIES ANDPERSONS IN A LOW AND MODERATE INCOME AREA AND FOR ARTISTICEXPOSURE FOR CHILDREN.
65,200 MOULTRIE RD,1997,PUBLIC SERVICE,6,163,Completed,4/4/2000,07/01/1997,9946.53, 
66,2215 S MADISON ST,1997,PUBLIC SERVICE,6,164,Completed,4/4/2000,10/21/1997,15000.0, 
67,712 W BROAD AVE,1997,PUBLIC SERVICE,6,165,Completed,4/4/2000,08/15/1997,10556.54,TO PROVIDE A SENIOR ADULT DAY CARE PROGRAM FOR LOW ANDMODERATE INCOME SENIOR ADULTS.
68,400 W HIGHLAND AVE,1997,PUBLIC SERVICE,6,166,Completed,9/29/1999,08/20/1997,15000.0, 
69,141 N SLAPPEY BLVD,1997,PUBLIC SERVICE,6,167,Completed,4/4/2000,07/01/1998,14955.33,INFORMATION AND EMOTIONAL SUPPORT TO LOW AND MODERATE INCOME PARENTS OF CHILDREN AND ADULTS WITH DISABILITIES.
70,225 S JACKSON ST,1997,PUBLIC SERVICE,6,168,Completed,9/25/1999,08/20/1997,12145.84,TO PROVIDE PROGRAMS DESIGNED FOR YOUTH IN LOW AND MODERATEINCOME FAMILIES WITH EDUCATIONAL AND CULTURAL EXPERIENCES.
71,127 WHITTLESEY CT,1997,PUBLIC SERVICE,6,169,Completed,9/25/1999,07/01/1997,8250.0,TO EMPOWER YOUTH THROUGH PROVISION OF SUPPORT SERVICES THAT CONTINUE AND IMPROVE ACADEMIC SOCIAL AND CHARACTERDEVELOPMENT OF YOUTH FOR LOW AND MODERATE INCOME FAMILIES.
72,ADDRESS SUPPRESSED,1997,PUBLIC SERVICE,6,170,Completed,6/30/1999,07/01/1997,15000.0,EMERGENCY SHELTER FOR BATTERED AND ABUSED WOMEN WITH THEIRCHILDREN.
73,1100 JORDAN ST,1997,PUBLIC SERVICE,6,171,Completed,8/3/2000,07/01/1998,6792.25,THE JACKSON HEIGHTS CHILD DEVELOPMENT CENTER PROVIDES CHILD CARE AND DEVELOPMENT SERVICES FOR LOW AND MODERATE INCOME FAMILIES.
74,SUPPRESSED,1997,PUBLIC SERVICE,6,172,Completed,9/25/1999,07/01/1997,23250.0,TO PROVIDE ASSISTANCE FOR PERSONS WITH HIVAIDS.
75,ADDRESS SUPPRESSED,1997,PUBLIC SERVICE,6,173,Completed,6/30/1999,07/01/1997,15000.0, 
76,230 S JACKSON ST STE 315,1997,ADMINISTRATION,1,174,Completed,9/25/1999,07/01/1997,10000.22, 
77,230 S JACKSON ST STE 315,1997,ADMINISTRATION,1,175,Completed,9/25/1999,07/01/1997,35000.0, 
78,230 S JACKSON ST STE 315,1997,ADMINISTRATION,1,176,Completed,9/25/1999,07/01/1997,20000.0, 
79,WHITNEY AVENUE,1997,HISTORIC PRESERVATION,10,182,Completed,9/25/1999,11/24/1997,250000.0, 
80,400 W HIGHLAND AVE,1997,PUBLIC FACILITIES,5,183,Completed,9/25/1999,11/24/1997,10000.0,THE REPLACEMENT OF A ROOF AT 400 HIGHLAND AVENUE FOR ASUBRECIPIENT.
81,UNKNOWN ADDRESS,1998,DISPOSITION,1,185,Completed,9/5/2000,07/01/1998,50000.0,THE MAINTENANCE OF VACANT LOTS AND STRUCTURES OWNED BY THECITY OF ALBANY.
82,"200 HIGHLAND, 300 HIGHLAND, 200 WHITNEY, 200 WHITNEY, 300 SOUTH JACKSON, 200 SOUTH WASHINGTON, 300 SOUTH WASHINTON",1998,PUBLIC FACILITIES,2,186,Completed,5/9/2001,07/01/1998,12387.44,IMPLEMENT OF STREET SCAPE PLAN FOR HARLEM BUSINESS DISTRICT.
83,"300 EBONY LANE, 400 EBONY LANE, 200 HICKORY LANE AND 300 HICKORY LANE",1998,PUBLIC FACILITIES,2,187,Completed,9/5/2000,07/01/1998,104079.75, 
84,UNKNOWN ADDRESS,1998,HOUSING,3,188,Completed,9/19/2000,07/01/1998,206149.36,THE REHABILITATION OF SINGLE-FAMILY UNITS FOR LOW AND MODERATE INCOME PERSONS.
85,UNKNOWN ADDRESS,1998,HOUSING,3,189,Completed,9/6/2000,07/01/1998,13676.08,THE INSTALLATION OF HEATERS FOR LOW INCOME PERSONS WHODO NOT HAVE A HEATING SYSTEM OR THE HEATING SYSTEM DOES NOT WORK.
86,230 S JACKSON ST STE 315,1998,ADMINISTRATION,4,190,Completed,9/5/2000,07/01/1998,373078.43, 
87,230 S JACKSON ST STE 315,1998,ADMINISTRATION,4,191,Completed,9/6/2000,07/01/1998,9541.67, 
88,230 S JACKSON ST STE 315,1998,ADMINISTRATION,4,192,Completed,9/29/1999,07/01/1998,61059.06, 
89,UNKNOWN ADDRESS,1998,ADMINISTRATION,4,193,Completed,5/9/2001,07/01/1998,10293.0,THE OPERATION OF THE FAIR HOUSING PROGRAM.
90,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,194,Completed,9/6/2000,07/01/1998,291978.97,THE CITY OF ALBANY BUSINESS AND TECHNOLOGY CENTER PROVIDESTECHNICAL AND OTHER FORMS OF SUPPORT TO BUSINESS LOCATED IN CENTER.
91,UNKNOWN ADDRESS,1998,PUBLIC SERVICE,6,195,Completed,8/3/2000,07/01/1998,92612.65,THE PROVIDING OF JOBS FOR YOUTH DURING THE SUMMER OF 1998.
92,UNKNOWN ADDRESS,1998,HAMPTON EAST PROJECT,8,196,Completed,9/28/2002,07/01/1998,755625.1,THE CONSTRUCTION OF 27 DUPLEXES (54 UNITS) AND 70 SINGLE- FAMILY UNITS FOR HOME OWNERSHIP.
93,425 W SOCIETY AVE,1998,PUBLIC SERVICE,6,197,Completed,9/5/2001,09/21/1998,10000.0,THE OPERATION OF A SHELTER FOR HOMELESS WOMEN AND THEIR CHILDREN.
94,2115 S MADISON ST,1998,PUBLIC SERVICE,6,198,Completed,8/3/2000,09/15/1998,15000.0, 
95,400 W HIGHLAND AVE,1998,PUBLIC SERVICE,6,199,Completed,9/5/2001,10/12/1998,19933.86,THE PROGRAM IS A DAY CARE FOR SENIOR ADULTS WHO NEEDREHABILITATION SERVICES
96,801 GAINES AVE,1998,PUBLIC SERVICE,6,200,Completed,9/27/2001,07/01/1998,52213.89,EMERGENCY SHELTER PROGRAM FOR HOMELESS FAMILIES
97,UNKNOWN ADDRESS,1998,PUBLIC SERVICE,6,201,Completed,8/3/2000,10/01/1998,20000.0,TO PROVIDE PROGRAMS FOR YOUTH IN THE ENTERPRISE COMMUNITY TARGET AREA.
98,SUPPRESSED,1998,PUBLIC SERVICE,6,202,Completed,4/4/2000,10/01/1998,10499.29, 
99,UNKNOWN ADDRESS,1998,PUBLIC SERVICE,6,203,Completed,6/30/1999,10/01/1998,17000.0,TO OPERATE FACILITIES FOR PERSONS WITH HIVAIDS.
100,321 W MERCER AVE,1998,PUBLIC SERVICE,6,204,Completed,8/3/2000,10/01/1998,13246.45,A PROGRAM FOR YOUTH.
101,225 S JACKSON ST,1998,PUBLIC SERVICE,6,205,Completed,9/29/1999,07/21/1998,15000.0,AFTERSCHOOL TUTORIAL AND CULTURAL ENRICHMENT ACTIVITIES FOR YOUTH.
102,1100 S MCKINLEY ST,1998,HISTORIC PRESERVATION,7,206,Completed,9/26/2003,01/11/1999,50350.0,THE FENCING OF THE UNION MEMORIAL HISTORICAL CEMETERY
103,100 W ROOSEVELT AVE,1998,HISTORIC PRESERVATION,7,207,Completed,10/24/2003,01/11/1999,116000.0,TO INSTALL A NEW ROOF ON THE MUSEUM.
104,230 S JACKSON ST STE 315,1998,PUBLIC SERVICE,6,208,Completed,9/19/2000,12/01/1998,26887.0,TO PROVIDE CASE MANAGEMENT TO RESIDENTS IN THE ENTERPRISE COMMUNITY AND OTHER PUBLIC SERVICES.
105,UNKNOWN ADDRESS,1998,PUBLIC SERVICE,6,209,Completed,6/30/1999,12/30/1998,8500.0,TO PROVIDE A CONCERT FOR LOW AND MODERATE INCOME
106,ADDRESS SUPPRESSED,1998,PUBLIC SERVICE,6,210,Completed,9/29/1999,11/30/1998,15000.0,TO PROVIDE EMERGENCY SHELTER FOR ABUSED AND BATTERED WOMENAND THEIR CHILDREN.
107,PO BOX 1436 304 2ND AVENUE,1998,PUBLIC SERVICE,6,213,Completed,8/3/2000,06/15/1999,25000.0,THE UTILITY ASSISTANCE FOR LOW AND VERY LOW INCOME RESIDENTSAND FOR HOMELESS PREVENT.
108,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,214,Canceled,6/11/2001,07/01/1998,0.0,TO PROVIDE LONG-TERM FIXED ASSET LOANS.
109,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,215,Canceled,5/10/2001,07/01/1998,0.0,TO ASSIST START-UP AND EXISTING BUSINESSES.
110,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,216,Canceled,6/11/2001,07/01/1998,0.0, 
111,222 PINE AVE,1998,HISTORIC PRESERVATION,7,217,Completed,9/5/2001,02/23/1998,15000.0,THE DEVELOPMENT OF DESIGN GUIDELINES FOR HISTORIC BUILDINGAND AREAS.
112,320 W 2ND AVE,1998,PUBLIC SERVICE,6,218,Completed,5/10/2001,12/28/1998,29947.28,TO PROVIDE EMERGENCY SERVICES FOR PERSONS IN SOUTH ALBANY.
113,225 W BROAD AVE,1998,ECONOMIC DEVELOPMENT,5,219,Completed,9/29/1999,07/01/1998,14515.47,TO BRING COMMERCIAL BUSINESSES TO THE CITY OF ALBANY.
114,217 W OGLETHORPE BLVD,1998,ECONOMIC DEVELOPMENT,5,220,Completed,5/10/2001,06/17/1999,28512.14,TO PROVIDE CONSULATION SERVICES FOR JOB DEVELOPMENT AND JOB PLACEMENT
115,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,221,Completed,8/3/2000,07/01/0098,40000.0, 
116,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,222,Completed,8/3/2000,07/01/1998,23031.14, 
117,UNKNOWN ADDRESS,1999,HOUSING,3,239,Completed,9/19/2000,04/07/2000,30296.6, 
0,UNKNOWN ADDRESS,1995,PUBLIC SERVICE,5,105,Completed,9/19/2001,07/01/1995,48271.78,PARTENTING AND SOCIAL SKILL CLASSES BY ASU SCHOOL OF SOCIAL WORK- INCORPORATE PARENTING AND SOCIAL SKILL CLASSES TO BECOME CERTIFIED CHILD CARE PROVIDERS.
1,UNKNOWN ADDRESS,1996,ACQUISITION,1,132,Completed,8/3/2000,07/01/1996,72341.83,THE ACQUISITION OF PROPERTIES FOR REDEVELOPMENT OF THE AREA.
2,UNKNOWN ADDRESS,1996,RELOCATION,20,135,Completed,3/23/2002,07/01/1996,7058.63,RELOCATION OF PERSONS AND PAYMENT TO PERSONS WHO WERE RELOCATED.
3,UNKNOWN ADDRESS,1997,DEMOLITION,2,151,Completed,9/19/2000,07/01/1997,124382.66,THE DEMOLITION OF SUBSTANDARD STRUCTURES.
4,230 S JACKSON ST,1997,ECONOMIC DEVELOPMENT,3,152,Completed,9/19/2000,07/01/1997,161259.64, 
5,230 S JACKSON ST,1997,ECONOMIC DEVELOPMENT,3,153,Canceled,5/9/2001,07/01/1997,0.0,A BUSINESS CENTER TO ASSIST MINORITY AND SMALL BUSINESSES.
6,230 S JACKSON ST,1997,ECONOMIC DEVELOPMENT,3,154,Completed,6/11/2001,07/01/1997,129455.88,THE DEVELOPMENT OF A CDC FOR THE ADMINISTRATION OF ECONOMIC DEVELOPMENT LOANS PROGRAM.
7,UNKNOWN ADDRESS,1997,ECONOMIC DEVELOPMENT,3,155,Completed,8/3/2000,07/01/1997,199999.9,A PROGRAM TO PROVIDE SUMMER EMPLOYMENT OPPORTUNITIES FORYOUTH 16 TO 19 YEARS OF AGE FROM LOW AND MODERATE INCOMEFAMILIES.
8,UNKNOWN ADDRESS,1997,HOUSING,4,158,Completed,9/5/2000,07/01/1997,25238.52,THE INSTALLATION OF HEATERS FOR HOMES WHO DO NOT HAVE ADEQUATE HEATING SYSTEM AND THE PERSONS IS LOW AND MODERATE INCOME.
9,UNKNOWN ADDRESS,1997,PUBLIC FACILITIES,5,159,Completed,8/28/2000,07/01/1997,29079.75,THE DEVELOPMENT AND CONSTRUCTION OF STREETSCAPING OF THEHARLEM BUSINESS DISTRICT.
10,UNKNOWN ADDRESS,1997,PUBLIC FACILITIES,5,160,Completed,9/5/2000,07/01/1997,465920.25,THE ACQUISITION OF 102 HOUSING UNITS WHICH HOUSES LOW AND MODERATE INCOME PERSONS.
11,1100 JORDAN ST,1997,PUBLIC SERVICE,6,171,Completed,8/3/2000,07/01/1998,6792.25,THE JACKSON HEIGHTS CHILD DEVELOPMENT CENTER PROVIDES CHILD CARE AND DEVELOPMENT SERVICES FOR LOW AND MODERATE INCOME FAMILIES.
12,UNKNOWN ADDRESS,1998,DISPOSITION,1,185,Completed,9/5/2000,07/01/1998,50000.0,THE MAINTENANCE OF VACANT LOTS AND STRUCTURES OWNED BY THECITY OF ALBANY.
13,"200 HIGHLAND, 300 HIGHLAND, 200 WHITNEY, 200 WHITNEY, 300 SOUTH JACKSON, 200 SOUTH WASHINGTON, 300 SOUTH WASHINTON",1998,PUBLIC FACILITIES,2,186,Completed,5/9/2001,07/01/1998,12387.44,IMPLEMENT OF STREET SCAPE PLAN FOR HARLEM BUSINESS DISTRICT.
14,"300 EBONY LANE, 400 EBONY LANE, 200 HICKORY LANE AND 300 HICKORY LANE",1998,PUBLIC FACILITIES,2,187,Completed,9/5/2000,07/01/1998,104079.75, 
15,UNKNOWN ADDRESS,1998,HOUSING,3,188,Completed,9/19/2000,07/01/1998,206149.36,THE REHABILITATION OF SINGLE-FAMILY UNITS FOR LOW AND MODERATE INCOME PERSONS.
16,UNKNOWN ADDRESS,1998,HOUSING,3,189,Completed,9/6/2000,07/01/1998,13676.08,THE INSTALLATION OF HEATERS FOR LOW INCOME PERSONS WHODO NOT HAVE A HEATING SYSTEM OR THE HEATING SYSTEM DOES NOT WORK.
17,230 S JACKSON ST STE 315,1998,ADMINISTRATION,4,190,Completed,9/5/2000,07/01/1998,373078.43, 
18,230 S JACKSON ST STE 315,1998,ADMINISTRATION,4,191,Completed,9/6/2000,07/01/1998,9541.67, 
19,UNKNOWN ADDRESS,1998,ADMINISTRATION,4,193,Completed,5/9/2001,07/01/1998,10293.0,THE OPERATION OF THE FAIR HOUSING PROGRAM.
20,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,194,Completed,9/6/2000,07/01/1998,291978.97,THE CITY OF ALBANY BUSINESS AND TECHNOLOGY CENTER PROVIDESTECHNICAL AND OTHER FORMS OF SUPPORT TO BUSINESS LOCATED IN CENTER.
21,UNKNOWN ADDRESS,1998,PUBLIC SERVICE,6,195,Completed,8/3/2000,07/01/1998,92612.65,THE PROVIDING OF JOBS FOR YOUTH DURING THE SUMMER OF 1998.
22,UNKNOWN ADDRESS,1998,HAMPTON EAST PROJECT,8,196,Completed,9/28/2002,07/01/1998,755625.1,THE CONSTRUCTION OF 27 DUPLEXES (54 UNITS) AND 70 SINGLE- FAMILY UNITS FOR HOME OWNERSHIP.
23,425 W SOCIETY AVE,1998,PUBLIC SERVICE,6,197,Completed,9/5/2001,09/21/1998,10000.0,THE OPERATION OF A SHELTER FOR HOMELESS WOMEN AND THEIR CHILDREN.
24,2115 S MADISON ST,1998,PUBLIC SERVICE,6,198,Completed,8/3/2000,09/15/1998,15000.0, 
25,400 W HIGHLAND AVE,1998,PUBLIC SERVICE,6,199,Completed,9/5/2001,10/12/1998,19933.86,THE PROGRAM IS A DAY CARE FOR SENIOR ADULTS WHO NEEDREHABILITATION SERVICES
26,801 GAINES AVE,1998,PUBLIC SERVICE,6,200,Completed,9/27/2001,07/01/1998,52213.89,EMERGENCY SHELTER PROGRAM FOR HOMELESS FAMILIES
27,UNKNOWN ADDRESS,1998,PUBLIC SERVICE,6,201,Completed,8/3/2000,10/01/1998,20000.0,TO PROVIDE PROGRAMS FOR YOUTH IN THE ENTERPRISE COMMUNITY TARGET AREA.
28,321 W MERCER AVE,1998,PUBLIC SERVICE,6,204,Completed,8/3/2000,10/01/1998,13246.45,A PROGRAM FOR YOUTH.
29,1100 S MCKINLEY ST,1998,HISTORIC PRESERVATION,7,206,Completed,9/26/2003,01/11/1999,50350.0,THE FENCING OF THE UNION MEMORIAL HISTORICAL CEMETERY
30,100 W ROOSEVELT AVE,1998,HISTORIC PRESERVATION,7,207,Completed,10/24/2003,01/11/1999,116000.0,TO INSTALL A NEW ROOF ON THE MUSEUM.
31,230 S JACKSON ST STE 315,1998,PUBLIC SERVICE,6,208,Completed,9/19/2000,12/01/1998,26887.0,TO PROVIDE CASE MANAGEMENT TO RESIDENTS IN THE ENTERPRISE COMMUNITY AND OTHER PUBLIC SERVICES.
32,PO BOX 1436 304 2ND AVENUE,1998,PUBLIC SERVICE,6,213,Completed,8/3/2000,06/15/1999,25000.0,THE UTILITY ASSISTANCE FOR LOW AND VERY LOW INCOME RESIDENTSAND FOR HOMELESS PREVENT.
33,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,214,Canceled,6/11/2001,07/01/1998,0.0,TO PROVIDE LONG-TERM FIXED ASSET LOANS.
34,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,215,Canceled,5/10/2001,07/01/1998,0.0,TO ASSIST START-UP AND EXISTING BUSINESSES.
35,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,216,Canceled,6/11/2001,07/01/1998,0.0, 
36,222 PINE AVE,1998,HISTORIC PRESERVATION,7,217,Completed,9/5/2001,02/23/1998,15000.0,THE DEVELOPMENT OF DESIGN GUIDELINES FOR HISTORIC BUILDINGAND AREAS.
37,320 W 2ND AVE,1998,PUBLIC SERVICE,6,218,Completed,5/10/2001,12/28/1998,29947.28,TO PROVIDE EMERGENCY SERVICES FOR PERSONS IN SOUTH ALBANY.
38,217 W OGLETHORPE BLVD,1998,ECONOMIC DEVELOPMENT,5,220,Completed,5/10/2001,06/17/1999,28512.14,TO PROVIDE CONSULATION SERVICES FOR JOB DEVELOPMENT AND JOB PLACEMENT
39,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,221,Completed,8/3/2000,07/01/0098,40000.0, 
40,230 S JACKSON ST,1998,ECONOMIC DEVELOPMENT,5,222,Completed,8/3/2000,07/01/1998,23031.14, 
41,SCATTER SITES,1999,DISPOSITION,1,223,Completed,9/19/2000,07/01/1999,150118.4, 
42,230 S JACKSON ST,1999,ECONOMIC DEVELOPMENT,2,224,Completed,9/19/2000,07/01/1999,252700.98, 
43,230 S JACKSON ST,1999,ECONOMIC DEVELOPMENT,2,225,Completed,9/28/2002,07/01/1999,733404.59,A CDC THAT PROVIDE LOANS AND OTHER ASSISTANCE TO MICRO- BUSINESSES IN SOUTH ALBANY AND THE CITY OF ALBANY.
44,UNKNOWN ADDRESS,1999,HOUSING,3,226,Completed,9/19/2000,07/01/1999,186651.23, 
45,UNKNOWN ADDRESS,1999,PUBLIC FACILITIES,4,227,Completed,9/5/2001,07/01/1999,4780.67, 
46,UNKNOWN ADDRESS,1999,EBONY AND HICKORY LANE,5,228,Completed,9/5/2001,07/01/1999,229393.48,THE ACQUISITION OF HOUSING ON THE 300 AND 400 BLOCK OFELBONY AND HICKORY LANES FOR THE REDEVELOPMENT OF THE AREA.
47,230 S JACKSON ST STE 315,1999,ADMINISTRATION,8,229,Completed,9/19/2000,07/01/1999,267402.45, 
48,2115 S MADISON ST,1999,PUBLIC SERVICE,6,231,Completed,9/5/2001,09/15/1999,9910.76, 
49,UNKNOWN ADDRESS,1999,PUBLIC SERVICE,6,232,Completed,9/5/2001,07/01/1999,15000.0, 
50,225 S JACKSON ST P.O. BOX 812,1999,PUBLIC SERVICE,6,233,Completed,9/5/2001,09/03/1999,20000.0, 
51,PO BOX 1470,1999,PUBLIC SERVICE,6,234,Completed,9/5/2001,09/07/1999,10000.0, 
52,UNKNOWN ADDRESS,1999,PUBLIC SERVICE,6,235,Completed,9/5/2001,03/23/2000,8500.0, 
53,410 S MCKINLEY ST,1999,PUBLIC SERVICE,6,236,Completed,9/5/2001,03/24/2000,24000.0,TO INCREASE THEIR HOURS TO PROVIDE DAY CARE SERVICES TO LOW AND MODERATE INCOME PERSONS.
54,UNKNOWN ADDRESS,1999,HOUSING,3,237,Completed,9/5/2001,04/07/2000,34663.2,THE ACQUISITION OF PROPERTY AS BUY-BACK 
55,UNKNOWN ADDRESS,1999,HOUSING,3,238,Completed,9/19/2000,04/07/2000,8647.8, 
56,UNKNOWN ADDRESS,1999,HOUSING,3,239,Completed,9/19/2000,04/07/2000,30296.6, 
57,UNKNOWN ADDRESS,1999,ECONOMIC DEVELOPMENT,2,240,Completed,5/10/2001,04/07/2000,210955.23, 
58,SCATTER SITES,1999,HISTORIC PRESERVATION,7,241,Completed,9/28/2002,04/07/2000,34000.0,HISTORIC AREA COMMISSION IS OPERATING THE HISTORICPRESERVATION PROGRAM THAT WILL PROVIDE LOW INTEREST LOANS TOHOMEOWNERS AND BUSINESSES TO IMPROVE THEIR STRUCTURE.
59,304 W 2ND AVE,1999,PUBLIC SERVICE,6,242,Completed,9/5/2001,04/07/2000,25000.0, 
60,314 N JEFFERSON ST,1999,PUBLIC SERVICE,6,243,Completed,9/5/2001,04/07/2000,10000.0,THE REHABILITATION OF A BUILDING TO INCREASE SPACE FORTHEIR ALZHEIMER DAYCARE PROGRAM 
61,ADDRESS SUPPRESSED,1999,PUBLIC SERVICE,6,244,Completed,9/17/2000,04/07/2000,10000.0, 
62,400 W HIGHLAND AVE,1999,PUBLIC SERVICE,6,245,Completed,9/27/2003,04/07/2000,24066.77, 
63,UNKNOWN ADDRESS,1999,PUBLIC SERVICE,6,246,Canceled,5/10/2001,04/07/2000,0.0, 
64,230 S JACKSON ST,1999,PUBLIC SERVICE,6,247,Completed,9/21/2002,04/07/2000,41938.46,THE OPERATION OF THE CITY OF ALBANY PUBLIC SERVICE PROGRAM.
65,SUPPRESSED,1999,PUBLIC SERVICE,6,248,Completed,9/5/2001,04/07/2000,25000.0, 
66,321 W MERCER AVE,1999,PUBLIC SERVICE,6,249,Completed,5/10/2001,04/07/2000,19282.13, 
67,230 S JACKSON ST,1999,ADMINISTRATION,8,250,Completed,9/19/2000,04/07/2000,16461.02, 
68,UNKNOWN ADDRESS,1999,ECONOMIC DEVELOPMENT,2,251,Completed,9/19/2000,08/10/2000,19143.7,THE EXTERIOR FACADE IMPROVEMENTS FOR COMMERCIAL BUILDING IN HARLEM BUSINESS DISTRICT AND THE CENTRAL BUSINESS DISTRICTREDEVELOPMENT AREA.
69,230 S JACKSON ST,1999,ECONOMIC DEVELOPMENT,2,252,Completed,9/16/2000,08/10/2000,50000.0,TO PROVIDE LOANS TO CONTRACTORS DOING CDBG PROJECTS FOR THE CITY OF ALBANY FOR THE TERM OF THE CONTRACT.
70,UNKNOWN ADDRESS,1999,HOUSING,3,253,Completed,9/19/2000,08/30/2000,13849.46, 
71,230 S JACKSON ST,2000,ECONOMIC DEVELOPMENT,1,254,Completed,9/17/2001,10/18/2000,225600.83,TO PROVIDE TECHNICAL ASSISTANCE TO BUSINESSES LOCATED IN THEBUSINESS & TECHNOLOGY CENTER
72,UNKNOWN ADDRESS,2000,HOUSING,2,255,Completed,9/28/2002,10/18/2000,178078.59,THE REHABILITATION OF LOW AND MODERATE INCOME SINGLE-FAMILY HOMEOWNER.
73,UNKNOWN ADDRESS,2000,HOUSING,2,256,Completed,9/17/2001,10/18/2000,45144.7,THE INSTALATION OF HEATING SYSTEM FOR PERSONS THAT ARE LOWAND MODERATE INCOME AND DO NOT HAVE A WORKING HEATING SYSTEMIN THEIR UNIT.
74,UNKNOWN ADDRESS,2000,HOUSING,2,258,Completed,12/3/2001,11/21/2000,2019.89,THE INSTALATION OF RAMPS AND GRAB BARS FOR LOW AND MODERATE INCOME PERSONS WHO ARE DISABLE.
75,UNKNOWN ADDRESS,2000,HOUSING,2,259,Canceled,10/1/2001,04/24/2001,0.0,THE OPEATION OF THE REHABILITATION PROGRAM.
76,2206 HABERSHAM RD,2000,HOUSING,2,260,Completed,9/19/2001,11/21/2000,71302.12,THE MAINTAINENCE OF APARTMENTS LOCATED IN WINDSOR ARMS.
77,UNKNOWN ADDRESS,2000,PUBLIC FACILITIES,3,261,Canceled,10/1/2001,10/18/2000,0.0,THE STREETSCAPE OF THE HARLEM BUSINESS DISTRICT.
78,UNKNOWN ADDRESS,2000,PUBLIC FACILITIES,3,262,Canceled,10/1/2001,10/18/2000,0.0,THE REDEVELOPMENT OF A TARGET AREA IN EAST ALBANY.
79,UNKNOWN ADDRESS,2000,EBONY AND HICKORY LANE,4,263,Canceled,9/19/2001,10/18/2000,0.0, 
80,UNKNOWN ADDRESS,2000,PUBLIC SERVICE,5,264,Completed,9/15/2001,10/18/2000,25000.0,HOUSING AND SERVICES FOR PERSONS WITH HIV AND AIDS.
81,230 S JACKSON ST,2000,DISPOSITION,6,265,Completed,12/3/2001,10/18/2000,84109.66,THE MOWING OF LAWNS AND MAINTAINENCE OF PROPERTY OWNED BY THE CITY OF ALBANY.
82,230 S JACKSON ST,2000,ADMINISTRATION,8,267,Completed,9/18/2001,10/18/2000,237077.78, 
